2872.72302	2379.072737	493.6502831	32.22128008
2927.619103	2402.971866	524.6472367	32.09148992
2928.809487	2400.063944	528.7455433	32.20430941
2925.668289	2422.819052	502.8492371	31.86888672
2853.548281	2431.44433	422.1039515	31.29557902
2801.019867	2437.366853	363.6530138	30.71168991
2812.806367	2418.013879	394.7924876	30.2762346
2802.909774	2431.760241	371.1495332	30.07533209
2921.792409	2457.727564	464.0648448	30.2239555
3012.82601	2499.452084	513.3739268	30.87390298
3091.193414	2533.176797	558.0166169	31.76987281
3158.302885	2525.072315	633.2305701	32.0849509
3151.34867	2584.077296	567.2713746	32.73434817
3170.526396	2587.023273	583.5031232	33.11619365
3166.625201	2627.650616	538.9745847	32.78343413
3134.01471	2641.847359	492.1673512	32.72518865
3151.046137	2648.242452	502.8036848	32.90038336
3155.205613	2694.555126	460.6504871	32.77219606
3209.148091	2725.756798	483.3912928	32.89436178
3273.242985	2756.863748	516.3792369	33.63923062
3274.809089	2752.96921	521.8398784	33.66043117
3295.077977	2772.499204	522.578773	33.64349503
3275.828241	2766.644244	509.1839976	33.24177364
3215.592785	2747.641619	467.9511655	32.63086336
3226.292883	2764.399655	461.8932287	32.07037666
3241.580311	2782.429682	459.1506292	31.75425611
3298.752123	2817.184154	481.5679687	31.51074356
3348.501859	2846.514153	501.9877057	31.8585048
3424.064039	2870.235377	553.8286616	32.23943003
3481.30777	2894.347075	586.9606956	32.58454703
3501.165841	2908.226465	592.9393763	32.78927426
3562.020257	2957.941591	604.0786665	33.08352637
3561.91684	2979.663013	582.2538273	33.20952985
3561.680976	2987.57343	574.1075463	33.18572074
3564.029581	2998.360641	565.6689396	32.91328511
3581.308663	3023.532582	557.7760812	33.0354336
3577.571534	3030.431978	547.1395553	32.94931288
3586.967204	3041.77499	545.1922132	32.80533891
3617.885093	3061.646946	556.2381474	32.53292022
3571.333511	3064.058202	507.2753083	31.78067607
3508.105146	3039.871661	468.2334848	30.91799395
3526.649914	3071.022352	455.6275625	30.41925671
3600.728059	3108.760453	491.9676066	30.65235168
3659.166973	3123.631043	535.5359302	31.015087
3708.261332	3145.345691	562.9156412	31.52327591
3788.504688	3180.16976	608.3349277	31.9865027
3765.301614	3201.96831	563.3333045	31.75978307
3805.117532	3224.796629	580.3209036	31.65857787
3863.40635	3223.364839	640.0415116	31.64828379
3821.315542	3248.22513	573.0904114	31.6140621
3796.650779	3228.783861	567.8669179	31.36057844
3735.241366	3238.824239	496.4171264	30.95806805
3759.891668	3253.353646	506.5380221	30.67157547
3834.92401	3292.110748	542.8132621	30.48024101
3876.094508	3289.412814	586.6816947	30.58314899
3929.464271	3334.465865	594.9984061	30.90552172
3991.408215	3361.483655	629.9245599	30.98072087
4009.122655	3387.370303	621.7523517	31.22754841
4033.822256	3403.452983	630.3692728	31.06686201
4022.348911	3417.08314	605.2657708	30.68114119
4050.822061	3415.031738	635.790323	30.72540609
4070.754021	3428.467201	642.2868198	30.79041857
4125.211188	3464.712172	660.4990165	30.70494038
4145.463118	3479.278781	666.1843367	30.82575967
4212.325995	3521.97313	690.352865	31.27225639
4249.953636	3565.179529	684.7741072	31.30165539
4303.105959	3605.28872	697.8172389	31.35661933
4324.064009	3624.068805	699.9952041	31.50877642
4413.555437	3645.928673	767.6267639	31.89889134
4442.154492	3677.816971	764.3375213	32.05580437
4506.490326	3717.419987	789.0703389	32.04474888
4583.093913	3793.203876	789.8900372	32.20956684
